,United States,United States OECD,Australia,Austria,Belgium,Czech Republic,Denmark,Finland,France,Germany,Greece,Hungary,Ireland,Italy,Japan,Korea,Luxembourg,Mexico,Netherlands,New Zealand,Poland,Portugal,Slovak Republic,Spain,Sweden,Switzerland,Turkey,United Kingdom,Brazil,China (People's Republic of),Estonia,Indonesia,Slovenia,South Africa,OECD + Major Six NME,Major Five Asia,OECD - Europe,G7,OECD - Total,Euro area (19 countries),Israel,Russia
1998-11,0,101.6133,100.1753,99.97919,100.442,97.98254,99.62154,100.9387,100.9397,100.5892,101.2557,100.915,103.2339,101.7526,98.45747,100,100,100,100.772,99.21925,100,101.0243,100,101.7031,99.63332,101.5716,100,100.7265,99.16174,98.16892,98.82735,100,100.435,98.93103,99.9285,98.16087,101.2356,100.8206,100.9821,101.3663,100,89.66551
1998-12,0,101.7531,100.5377,99.97029,100.6763,97.78955,99.3371,101.1461,100.9133,100.6971,101.4082,100.7205,103.2924,101.831,98.70226,98.62656,100,100,100.8126,99.61327,100,101.0608,100,101.6526,99.59795,101.4003,100,100.8506,98.70943,98.34601,98.2141,100,100.5584,98.94273,100.0543,98.37386,101.2799,100.9678,101.1114,101.4381,100,90.20705
1999-01,0,101.9874,101.0763,100.0168,100.8609,97.48647,99.19715,101.2088,100.8859,100.7822,101.5295,100.6609,103.2336,101.8246,98.89492,99.04238,100,100,100.7714,99.97873,100,101.1836,100,101.5741,99.73709,101.2348,100,101.0182,98.3446,98.53461,97.54759,100,100.6373,99.02836,100.2126,98.58624,101.3104,101.1444,101.2755,101.4672,100,90.72594
1999-02,0,102.191,101.3469,100.0607,100.8493,97.21143,99.22353,101.1276,100.8041,100.7924,101.6051,100.5896,103.1796,101.7082,98.98293,99.46574,100,100,100.7002,100.2869,100,101.279,100,101.5237,99.90774,101.046,100,101.2425,97.95996,98.63273,97.1948,100,100.7588,99.14858,100.3168,98.70847,101.3037,101.2681,101.389,101.4139,100,91.17376
1999-03,0,102.2255,101.367,100.1107,100.7611,97.08472,99.31152,101.1815,100.6786,100.598,101.7502,100.3962,103.277,101.5237,99.01148,99.87779,100,100,100.6575,100.4816,100,101.2976,100,101.4818,100.0171,100.8243,100,101.4348,97.57735,98.65746,97.14329,100,100.9574,99.26987,100.3209,98.76943,101.2331,101.2622,101.3927,101.2629,100,91.49585
1999-04,0,102.2208,101.3453,100.1978,100.6322,97.18423,99.45547,101.4066,100.5762,100.3548,101.9594,100.1204,103.406,101.2932,99.03545,100.3479,100,100,100.6975,100.5042,100,101.2979,98.03253,101.4286,100.1003,100.6395,100,101.5113,97.47186,98.72059,97.25317,100,101.1691,99.3705,100.3141,98.85047,101.1419,101.2149,101.367,101.0965,100,91.72192
1999-05,0,102.2635,101.2618,100.2554,100.4321,97.24908,99.69941,101.6556,100.5195,100.1549,102.0357,99.91833,103.5427,101.1355,99.09087,100.8648,100,100,100.7481,100.4334,100,101.3234,97.6534,101.4001,100.3167,100.6162,100,101.5146,97.68754,98.85633,97.24153,100,101.0072,99.44554,100.3477,98.98252,101.0718,101.1995,101.3684,100.9669,100,91.87469
1999-06,0,102.2743,101.09,100.3136,100.1941,97.37329,100.0514,101.7862,100.5295,100.0145,101.9958,99.76927,103.6464,101.1563,99.17094,101.2652,100,100,100.8294,100.3559,100,101.3676,97.17136,101.4363,100.6549,100.8719,100,101.521,98.15127,98.995,97.00916,100,100.6067,99.49042,100.4007,99.11699,101.0652,101.1988,101.3825,100.9228,100,91.97459
1999-07,0,102.22,100.9795,100.4183,100.1729,97.32402,100.433,101.7138,100.6219,99.92088,101.9125,99.63552,103.7203,101.1814,99.26225,101.5682,100,100,100.9331,100.332,100,101.3944,96.43198,101.5066,100.8929,101.2933,100,101.5377,98.54446,99.08578,96.61862,100,100.8112,99.51005,100.4397,99.22677,101.0901,101.1842,101.387,100.9396,100,92.11774
1999-08,0,102.1598,100.929,100.5259,100.3027,97.19297,100.7154,101.6194,100.7372,99.85355,101.88,99.68688,103.7406,101.1945,99.3563,101.7822,100,100,101.1049,100.3671,100,101.3529,95.94271,101.5645,101.1815,101.7568,100,101.5793,98.70605,99.2533,96.45949,100,100.9593,99.5581,100.491,99.36394,101.1347,101.1757,101.3991,100.9834,100,92.45296
1999-09,0,102.1497,100.9972,100.5751,100.5392,97.2517,100.5891,101.6456,100.8884,99.82691,101.9321,99.89823,103.7299,101.2614,99.44979,101.9327,100,100,101.3184,100.4723,100,101.2657,95.79997,101.6325,101.3813,102.1827,100,101.5849,98.70269,99.37468,96.66463,100,101.0428,99.71742,100.5712,99.47471,101.2013,101.2015,101.442,101.0743,100,93.11555
1999-10,0,102.1296,101.0534,100.5904,100.8132,97.62443,100.3665,101.8031,101.0463,99.8726,102.0658,100.1155,103.8036,101.4145,99.54219,102.0033,100,100,101.5137,100.6659,100,101.236,96.02422,101.7056,101.3762,102.5474,100,101.6576,98.60985,99.46573,97.16862,100,101.0811,100.0519,100.666,99.56443,101.312,101.2443,101.4987,101.2222,100,93.96896
1999-11,0,102.2449,101.0085,100.5387,101.1139,97.91198,100.1787,101.944,101.168,99.99798,102.2898,100.2127,103.818,101.5353,99.63384,101.9602,100,100,101.5967,100.9051,100,101.2101,96.49055,101.6705,101.4761,102.8203,100,101.7447,98.56733,99.59651,97.40182,100,101.0879,100.4474,100.8036,99.66127,101.4173,101.3535,101.5979,101.3561,100,94.86519
1999-12,0,102.4049,100.8594,100.4319,101.327,98.10584,100.0814,102.1692,101.205,100.1916,102.5373,100.1351,103.807,101.6602,99.72519,101.767,100,100,101.6896,101.1358,100,101.1808,96.99374,101.5692,101.7845,102.9614,100,101.8959,98.65835,99.76334,97.23085,100,101.1588,100.7397,100.9569,99.7606,101.5261,101.4884,101.7083,101.4752,100,95.71447
2000-01,0,102.6294,100.7328,100.2728,101.4764,98.19488,100.0103,102.4616,101.1913,100.3827,102.7265,100.0942,103.8026,101.7405,99.81674,101.4634,100,100,101.7664,101.2982,100,101.1667,97.37952,101.5703,102.1335,103.0111,100,101.8947,98.85114,99.86879,96.72533,100,101.3889,100.7826,101.1091,99.82297,101.6011,101.634,101.8257,101.5749,100,96.51195
2000-02,0,102.6809,100.3369,100.0912,101.4559,98.20058,100.0337,102.5738,101.1768,100.5539,102.8162,100.0013,103.715,101.7556,99.90929,101.2196,100,100,101.8067,101.3401,100,101.1378,97.58118,101.68,102.4135,102.9953,100,101.7197,98.9539,99.9609,96.36253,100,101.5001,100.6183,101.1278,99.88361,101.6293,101.6819,101.8558,101.6469,100,96.1461
2000-03,0,102.6021,99.98523,100.0562,101.4087,98.22906,100.0743,102.4136,101.2258,100.6353,102.9112,99.893,103.6651,101.7512,100.004,100.9969,100,100,101.8361,101.1515,100,101.0402,97.54232,101.7674,102.5432,102.9229,100,101.4957,98.80534,100.054,96.22272,100,101.2398,100.2663,101.1442,99.94764,101.6265,101.6613,101.8269,101.6998,100,96.96231
2000-04,0,102.5841,99.69605,100.0706,101.3582,98.39486,100.2546,102.1573,101.2964,100.69,103.0343,99.84853,103.6948,101.7059,100.1015,100.8095,100,100,101.8275,100.6215,100,100.8492,97.36221,101.7534,102.4374,102.8474,100,101.3551,98.56376,100.1471,96.28487,100,101.0737,99.71909,101.1677,100.0163,101.6151,101.6719,101.8195,101.7263,100,97.70646
2000-05,0,102.5595,99.64371,100.0993,101.4221,98.56332,100.4682,101.9962,101.2963,100.7482,102.9945,99.88008,103.6358,101.6203,100.1987,100.6523,100,100,101.7776,99.92329,100,100.7356,97.52741,101.6395,102.2322,102.8345,100,101.3135,98.41365,100.242,96.49915,100,101.0386,99.12612,101.184,100.0884,101.597,101.6776,101.8113,101.7107,100,98.23635
2000-06,0,102.4633,99.94905,100.1203,101.5565,98.62544,100.5873,101.8655,101.2233,100.667,102.7881,99.86842,103.5728,101.6132,100.2829,100.6355,100,100,101.7388,99.26803,100,100.654,97.8773,101.5355,102.107,102.9329,100,101.279,98.43221,100.3237,96.96008,100,101.009,98.66728,101.1676,100.1618,101.5529,101.6307,101.7733,101.642,100,98.4137
2000-07,0,102.4307,100.4325,100.0951,101.6593,98.69957,100.5781,101.756,101.1196,100.5997,102.5555,99.81616,103.525,101.6333,100.3262,100.5523,100,100,101.6693,98.82546,100,100.595,98.30641,101.4877,101.9935,103.0817,100,101.2585,98.46525,100.413,97.65851,100,100.9585,98.4726,101.1618,100.2143,101.5149,101.6051,101.7558,101.5693,100,98.3924
2000-08,0,102.3968,100.608,100.0072,101.7282,98.87542,100.5374,101.5441,100.9647,100.4989,102.319,99.76728,103.4098,101.6366,100.2929,100.0863,100,100,101.648,98.60219,100,100.4932,98.6267,101.4137,101.8782,103.2001,100,101.2436,98.42013,100.5222,97.9872,100,100.8137,98.40765,101.1224,100.2059,101.454,101.5529,101.698,101.4513,100,98.33884
2000-09,0,102.3482,100.2969,99.83983,101.7437,99.01653,100.6044,101.3264,100.8846,100.2854,102.0959,99.72531,103.1244,101.5997,100.1879,99.08556,100,100,101.6624,98.64827,100,100.3324,98.65891,101.3066,101.6326,103.2255,100,101.1815,98.46207,100.6391,97.82274,100,100.7051,98.31023,101.0442,100.119,101.3533,101.4638,101.5811,101.289,100,98.35099
2000-10,0,102.2422,99.95087,99.76993,101.8514,99.078,100.7493,101.2183,100.9905,100.1363,101.786,99.77764,102.9395,101.6531,99.9984,98.18533,100,100,101.7,99.04452,100,100.2126,98.58706,101.2567,101.3761,103.184,100,101.3373,98.62568,100.729,97.26405,100,100.8363,98.09754,100.977,99.99154,101.3493,101.3761,101.473,101.2432,100,98.40971
2000-11,0,101.9965,99.76655,99.87719,101.9559,99.01822,100.6878,101.3075,101.174,100.1885,101.569,99.91964,102.8816,101.6245,99.70719,97.41294,100,100,101.6633,99.62043,100,100.1394,98.30933,101.2863,101.0485,103.1003,100,101.4959,98.8235,100.8022,96.86402,100,101.0389,97.90559,100.8828,99.8231,101.3959,101.2337,101.3305,101.299,100,98.46883
2000-12,0,101.4808,99.83162,99.87358,101.9062,98.94901,100.704,101.4237,101.3762,100.3129,101.4888,100.1866,102.951,101.5979,99.39063,97.22726,100,100,101.5326,100.1967,100,100.0856,97.89546,101.2826,100.6665,102.9768,100,101.6498,99.0781,100.8611,96.67657,100,101.0437,97.96521,100.7324,99.6918,101.4508,100.9782,101.1137,101.3705,100,98.49866
2001-01,0,100.9697,99.91031,99.86502,101.7109,99.26579,100.5889,101.4633,101.48,100.4372,101.4221,100.336,102.8834,101.517,99.14336,97.64205,100,100,101.3078,100.6481,100,100.0877,97.67173,101.2668,100.2262,102.8135,100,101.7079,99.37646,100.9006,96.62308,100,101.0323,98.45729,100.5968,99.63879,101.4605,100.7234,100.91,101.3858,100,98.52925
2001-02,0,100.5962,99.67754,99.92051,101.463,99.72978,100.36,101.2358,101.4233,100.489,101.3515,100.4011,102.804,101.535,99.0285,98.22072,100,100,101.0693,100.9659,100,100.1721,97.43946,101.2549,99.9073,102.5907,100,101.7227,99.50372,100.9236,96.64617,100,100.9784,99.11644,100.5011,99.65675,101.437,100.5406,100.763,101.3539,100,98.62047
2001-03,0,100.435,99.23873,99.96325,101.3264,100.0854,99.96967,100.8004,101.2756,100.4931,101.3682,100.4335,102.5882,101.653,98.95838,98.77241,100,100,100.8501,101.124,100,100.2487,97.31573,101.2216,99.55732,102.2923,100,101.7321,99.38635,100.9744,96.96489,100,100.9363,99.58072,100.4588,99.70444,101.3962,100.4601,100.6898,101.3101,100,98.83142
2001-04,1,100.4027,99.16311,99.92654,101.268,100.178,99.74709,100.43,101.0842,100.4,101.3474,100.4959,102.4996,101.8219,98.80952,99.25928,100,103.028,100.6738,101.0783,100,100.2815,97.4258,101.138,99.18727,101.9876,100,101.6957,99.09449,101.0427,98.01791,99.14451,100.7927,99.5742,100.4336,99.71994,101.3277,100.4117,100.6472,101.2283,100,99.1293
2001-05,1,100.5228,99.52595,99.8872,101.2645,100.0741,99.97499,100.1809,100.8417,100.1674,101.253,100.5377,102.5356,102.0442,98.49267,99.7135,100,102.8287,100.5273,100.9258,98.21105,100.2468,97.5834,101.0702,98.96731,101.7619,100,101.7001,98.65911,101.0865,100.0777,99.20234,100.4847,99.28452,100.4214,99.6622,101.2492,100.3894,100.6311,101.1046,100,99.48514
2001-06,1,100.6,100.084,99.83212,101.2909,100.0394,100.3177,99.84901,100.6319,99.88676,101.1861,100.5759,102.417,102.2232,98.10166,99.95861,100,102.871,100.3375,100.7637,98.24231,100.2053,97.83616,100.99,98.85262,101.6529,100,101.7474,98.16097,101.1478,101.66,99.2839,100.4202,98.9485,100.3967,99.56749,101.1804,100.3257,100.5973,100.9591,100,99.88285
2001-07,1,100.516,100.4112,99.68595,101.2266,100.1137,100.6397,99.51982,100.4518,99.62531,101.1944,100.6279,102.0779,102.2798,97.77229,99.91903,100,103.1698,100.2114,100.654,98.14704,100.1972,98.21166,100.9335,98.55527,101.5086,100,101.7009,97.99433,101.1989,102.5363,99.47189,100.2272,98.72094,100.3378,99.4789,101.0803,100.1814,100.4977,100.8004,100,100.2701
2001-08,1,100.2214,100.4384,99.53049,100.9818,100.2163,100.5076,99.37357,100.3011,99.45114,101.2752,100.6481,101.6857,102.1948,97.61519,99.65266,100,103.1638,100.1088,100.5991,98.01116,100.1908,98.46464,100.9392,98.19049,101.1012,100,101.5026,97.96536,101.1542,102.7567,99.74467,100.2012,98.58974,100.2037,99.40611,100.9454,99.95879,100.3068,100.6513,100,100.5698
2001-09,1,99.79692,100.3251,99.44563,100.6323,100.3359,100.4378,99.37421,100.2119,99.37163,101.3207,100.7024,101.438,102.0029,97.58726,99.28631,100,102.5453,100.0388,100.6025,98.04314,100.1137,98.76184,100.9738,97.90072,100.2751,100,101.3189,97.93187,101.0779,102.2768,99.83799,100.3165,98.51928,100.0148,99.34159,100.8276,99.70975,100.0646,100.5283,100,100.7018
2001-10,1,99.64389,100.1332,99.45331,100.2595,100.481,100.4588,99.41582,100.2341,99.25241,101.3406,100.8472,101.2979,101.7594,97.64867,99.36884,100,101.7901,99.998,100.6746,98.35297,100.0455,99.06277,100.966,97.97227,99.36009,100,101.1601,97.78249,101.0071,101.4099,99.72955,100.3275,98.49746,99.90623,99.33117,100.7314,99.6088,99.94654,100.4111,100,100.6921
2001-11,1,99.78823,100.2396,99.53205,100.1473,100.6662,100.6853,99.47237,100.3291,99.06702,101.481,101.0168,101.4228,101.5784,97.79087,99.83162,100,101.2653,100.1344,100.7805,98.55,100.039,99.51653,100.8885,98.41632,98.83509,100,101.2623,97.73555,100.9545,100.8693,99.5705,100.282,98.52195,99.93365,99.38725,100.7141,99.68648,100.0053,100.3454,100,100.5414
2001-12,0,100.1375,100.6303,99.70311,100.3332,100.8374,100.9676,99.70689,100.423,98.89705,101.6368,101.188,101.6467,101.5879,97.97509,100.4441,100,100.7507,100.4121,100.8866,98.50396,100.0608,99.81385,100.8051,99.14547,99.08154,100,101.4856,97.87367,100.9418,101.0573,99.44807,100.1833,98.62206,100.0645,99.49326,100.7779,99.89738,100.1891,100.3613,100,100.2343
2002-01,0,100.4753,101.0933,99.86961,100.6231,100.9688,101.0913,100.0759,100.4917,98.74327,101.8166,101.3285,101.8489,101.6518,98.17345,101.0105,103.975,99.91273,100.71,100.9715,98.49167,100.1024,99.8708,100.7141,100.0258,99.74672,100,101.6251,98.04816,100.9418,102.0677,99.32978,99.88514,98.83419,100.1922,99.60645,100.8533,100.1088,100.3657,100.399,100,99.89016
2002-02,0,100.6777,101.3266,99.96249,100.8789,101.1029,101.0763,100.5093,100.5424,98.64468,101.8311,101.527,101.9594,101.7513,98.36789,101.4169,103.7947,99.64423,100.8146,101.0391,98.52922,100.1929,99.87853,100.6708,100.9275,100.3884,100,101.7009,98.22633,100.9651,103.162,99.26439,99.41647,99.10178,100.3035,99.71806,100.9249,100.2601,100.5094,100.4327,100,99.66126
2002-03,0,100.8606,101.3731,99.95026,101.0206,101.2549,101.014,100.8798,100.5899,98.61105,101.6919,101.8275,102.0362,101.768,98.53507,101.6553,103.4705,99.95773,100.7568,101.0939,98.54284,100.2769,99.80292,100.645,101.4466,100.7006,100,101.752,98.36353,100.9859,103.9425,99.28459,99.1036,99.35777,100.4165,99.81284,100.9632,100.3914,100.6413,100.433,100,99.66767
2002-04,0,100.9122,101.1876,99.91041,101.0915,101.4721,100.9281,101.0591,100.6508,98.60253,101.4503,102.0725,102.122,101.6565,98.63512,101.7118,103.1615,100.4219,100.5664,101.1346,98.49005,100.2624,99.55028,100.6549,101.5278,100.7635,100,101.7771,98.44578,100.9929,104.2995,99.32303,99.08378,99.55159,100.4694,99.8625,100.9573,100.4355,100.6919,100.3925,100,99.81712
2002-05,0,100.8867,100.9895,99.83034,101.0877,101.5764,100.739,101.0371,100.7565,98.6143,101.4004,102.2149,102.0521,101.4955,98.62769,101.7969,102.9686,100.9486,100.3533,101.1606,98.39888,100.0185,99.29366,100.6377,101.4762,100.6959,100,101.7168,98.39147,101.0051,104.3364,99.3721,99.39183,99.68788,100.4775,99.87769,100.9208,100.4177,100.6895,100.3459,100,100.0032
2002-06,0,100.6418,100.8497,99.74115,101.0135,101.5106,100.5057,100.893,100.7417,98.66804,101.4753,102.3569,101.8125,101.3274,98.55509,101.9075,102.9007,101.321,100.145,101.1637,98.34138,99.78476,99.18565,100.5428,101.5224,100.5588,100,101.6598,98.25548,101.0282,104.3144,99.43297,99.80405,99.75887,100.4024,99.87659,100.8639,100.2761,100.5843,100.2709,100,100.1603
2002-07,0,100.3138,100.6891,99.62152,100.9263,101.3583,100.3041,100.817,100.6348,98.6981,101.6375,102.4997,101.478,101.1833,98.45817,101.811,102.5734,101.5756,99.94728,101.1347,98.48508,99.66019,99.28725,100.4405,101.6255,100.3878,100,101.6883,98.29259,101.0421,104.2465,99.46807,99.98257,99.73437,100.2955,99.84143,100.8139,100.0836,100.4337,100.1745,100,100.2822
2002-08,0,100.0435,100.5184,99.54565,100.8301,101.0919,100.2284,100.8033,100.5373,98.6509,101.693,102.5762,101.2059,101.0472,98.35725,101.4728,102.1517,101.6659,99.75242,101.0926,98.67458,99.55866,99.406,100.4086,101.4982,100.1847,100,101.7862,98.37762,101.0517,104.2556,99.46398,100.0686,99.61707,100.1917,99.77752,100.7633,99.91602,100.2895,100.0684,100,100.3674
2002-09,0,99.80711,100.3989,99.6032,100.7903,100.7954,100.3596,100.876,100.4754,98.50587,101.5894,102.5359,101.0117,100.9322,98.25749,100.8752,101.7637,101.5816,99.58404,101.0569,98.81669,99.43787,99.30278,100.4668,101.2831,99.94203,100,101.893,98.54161,101.0732,104.3397,99.44177,100.0513,99.38281,100.0887,99.69437,100.7095,99.76245,100.1457,99.96593,100,100.3991
2002-10,0,99.62862,100.3143,99.6464,100.7655,100.5608,100.4545,100.8395,100.4522,98.11849,101.5065,102.4597,100.7454,100.8296,98.15814,100.1297,101.39,101.5467,99.48042,101.0327,98.79664,99.26162,98.76589,100.3742,101.0066,99.70057,100,101.8228,98.64238,101.1242,104.4303,99.39029,100.0088,99.01379,99.96729,99.60789,100.5669,99.59875,99.98415,99.76832,100,100.3623
2002-11,0,99.64332,100.3894,99.63175,100.6474,100.5376,100.5113,100.6952,100.4196,97.60357,101.4187,102.333,100.3355,100.688,98.06071,99.51913,101.0226,101.6476,99.38068,100.9893,98.69298,99.15539,97.94566,100.1947,100.7945,99.51825,100,101.6039,98.77489,101.2025,104.7783,99.31762,100.2761,98.64856,99.88943,99.54339,100.3607,99.50128,99.88091,99.48722,100,100.2125
2002-12,0,99.64084,100.4765,99.60031,100.383,100.5685,100.5199,100.4526,100.3314,97.28024,101.3056,102.1888,99.87412,100.4478,97.97676,99.21964,100.6959,101.4856,99.1814,100.8763,98.63898,99.03706,97.48639,99.96069,100.4743,99.43822,100,101.2018,98.90771,101.2721,105.1582,99.23013,100.3566,98.48813,99.79719,99.50591,100.1382,99.39851,99.76701,99.2029,100,99.91228
2003-01,0,99.46628,100.4791,99.48097,100.0647,100.5645,100.444,100.1974,100.1462,97.18343,101.1762,101.9574,99.71507,100.268,97.93364,99.00815,100.322,100.8323,98.90687,100.659,98.66184,98.85082,97.20663,99.82731,100.0717,99.39761,100,100.7712,98.98039,101.2582,105.5277,99.12807,100.1628,98.6982,99.65014,99.45422,99.95644,99.24322,99.59444,98.9865,100,99.58096
2003-02,0,99.31145,100.2645,99.34502,99.87439,100.51,100.2511,99.95845,99.92995,97.16605,101.0623,101.7035,99.75271,100.2222,97.9669,98.78776,100.2446,100.1393,98.7673,100.4231,98.72353,98.66235,97.11757,99.7998,99.74029,99.31718,100,100.5118,99.02873,100.9412,105.5133,99.12264,100.0867,99.1066,99.50491,99.30515,99.84635,99.12936,99.45431,98.86539,100,99.38593
2003-03,0,99.39279,100.2603,99.13793,99.84512,100.4487,100.1239,99.92472,99.77138,97.25092,100.9733,101.572,99.84369,100.2069,98.07176,98.53876,100.4718,99.85661,98.75152,100.2951,98.75075,98.57796,97.08577,99.85416,99.4202,99.15142,100,100.5042,99.11522,100.0443,105.3511,99.18333,100.1127,99.49829,99.42651,98.92844,99.82142,99.17915,99.46537,98.84011,100,99.46483
2003-04,0,99.81738,100.5713,98.96801,100.065,100.2739,100.1886,99.96928,99.74217,97.44405,100.9734,101.5063,99.91722,100.2082,98.2615,98.5565,100.8671,100.1152,98.82523,100.381,98.78477,98.66623,97.17293,100.0164,99.38219,98.97856,100,100.6375,99.31497,98.58704,104.8602,99.28829,100.1703,99.71205,99.46096,98.36135,99.89323,99.44453,99.69003,98.94577,100,99.71146
2003-05,0,100.236,100.8839,98.8437,100.3027,100.1067,100.3512,100.0594,99.7551,97.68383,100.9765,101.3543,99.90046,100.1975,98.55416,98.62408,100.9607,100.5012,98.9116,100.5975,98.83527,98.86822,97.26279,100.1916,99.55543,98.92707,100,100.6676,99.52925,97.70901,104.1415,99.38708,100.2337,99.75384,99.57406,98.09233,99.97847,99.71663,99.93233,99.07789,100,100.0037
2003-06,0,100.3887,101.1532,98.867,100.4144,99.97768,100.4268,100.2495,99.77359,97.97099,100.9391,101.1268,99.90781,100.1823,98.87447,98.61967,100.8483,100.7701,98.9351,100.8506,98.87276,99.0369,97.16677,100.3258,99.8844,99.10924,100,100.695,99.6375,97.84104,103.4648,99.44029,100.2139,99.62511,99.7127,98.27097,100.0699,99.86566,100.0728,99.20575,100,100.2639
2003-07,0,100.3909,101.2896,98.98206,100.4261,99.87079,100.3253,100.5914,99.78374,98.14591,100.9122,100.8814,99.94558,100.1649,99.12756,98.67439,100.831,100.8232,98.94672,101.0836,98.85736,99.11816,97.07397,100.3868,100.262,99.43343,100,100.7053,99.55005,98.47581,103.1135,99.4655,99.97063,99.3231,99.83141,98.65126,100.1265,99.92318,100.1313,99.28016,100,100.4729
2003-08,0,100.3035,101.2891,99.10437,100.4916,99.86957,100.3638,100.9063,99.79089,98.17973,100.8952,100.5901,100.1346,100.1921,99.24512,98.77763,100.9569,100.6665,99.04174,101.2882,98.78067,99.21435,96.95306,100.3987,100.5906,99.79813,100,100.7067,99.39058,99.10645,103.0539,99.45918,99.86029,99.01171,99.89589,98.98212,100.1645,99.9096,100.1286,99.32489,100,100.615
2003-09,0,100.2688,101.2959,99.2525,100.6583,99.84126,100.4572,101.1582,99.77938,98.22054,100.7889,100.4511,100.3605,100.2705,99.29874,98.87846,101.2282,100.3803,99.11292,101.4631,98.64149,99.41009,96.9536,100.3806,100.7582,100.144,100,100.7369,99.25819,99.55157,103.1522,99.47318,99.94841,98.90255,99.94933,99.2096,100.2096,99.92156,100.1387,99.38221,100,100.6733
2003-10,0,100.4139,101.3042,99.30827,100.7732,99.47323,100.5833,101.2142,99.75053,98.33849,100.661,100.4098,100.6099,100.2882,99.38235,99.12959,101.1714,100.1245,99.11998,101.6001,98.42996,99.6181,96.96785,100.335,100.5234,100.4653,100,100.6953,99.25903,99.87846,103.1327,99.49678,100.0698,99.14549,100.0422,99.40957,100.2238,100.0189,100.2079,99.42828,100,100.6919
2003-11,0,100.6998,101.2507,99.2561,100.8602,99.21785,100.7093,101.1203,99.74912,98.48495,100.4383,100.3814,100.8435,100.2596,99.55861,99.422,101.0125,99.96333,99.14769,101.7009,98.38576,99.6968,96.93867,100.3568,100.1975,100.7667,100,100.6611,99.45827,100.1056,102.85,99.51952,99.99175,99.51692,100.1829,99.60189,100.2419,100.1966,100.341,99.47534,100,100.7179
2003-12,0,100.9965,101.3058,99.26833,100.8927,99.02122,100.8201,100.969,99.81717,98.49364,100.302,100.2668,100.9599,100.1542,99.77528,99.56773,101.0861,99.94636,99.19901,101.75,98.52212,99.71825,96.92242,100.4189,100.1357,101.0442,100,100.6698,99.77621,100.2818,102.341,99.53469,99.84572,99.72395,100.3276,99.77225,100.2512,100.369,100.4801,99.48574,100,100.7826
2004-01,0,101.2699,101.5281,99.31094,100.9582,98.79012,101.0058,100.8813,99.95018,98.4444,100.4683,100.0569,101.0715,100.0451,99.96383,99.52826,101.31,99.96439,99.2849,101.7231,98.56427,99.69206,96.92531,100.4417,100.3184,101.2861,107.9843,100.7145,100.0304,100.3698,102.0077,99.54379,99.75283,99.58014,100.4517,99.87637,100.2675,100.5296,100.6116,99.50433,100,100.8755
2004-02,0,101.1587,101.6098,99.38982,101.0583,98.53568,101.1765,100.8938,100.0291,98.46748,100.7832,99.91309,101.2236,99.99242,100.0975,99.39014,101.4531,100.0135,99.50237,101.6486,98.55345,99.6485,97.01608,100.4513,100.4486,101.4572,107.9312,100.7534,100.0228,100.3658,101.5133,99.55938,99.84427,99.34564,100.4456,99.90945,100.3007,100.5038,100.6003,99.56834,100,100.9821
2004-03,0,100.9945,101.5519,99.47287,101.0711,98.4635,101.4188,100.934,100.0331,98.4185,101.1717,99.91705,101.3811,100.0343,100.2777,99.30046,101.3693,100.1505,99.6076,101.5523,98.64612,99.62977,97.36165,100.4658,100.3362,101.5181,107.7468,100.7812,99.82358,100.2478,101.1234,99.59602,100.1783,99.40802,100.4069,99.91161,100.3149,100.4514,100.5693,99.60899,100,101.0931
2004-04,0,100.827,101.4831,99.46983,101.0547,98.59353,101.6511,100.9202,99.97552,98.34867,101.3319,100.0883,101.4247,100.0693,100.6002,99.30978,101.2346,100.361,99.65672,101.4517,98.83387,99.67558,97.73148,100.4861,100.2637,101.5156,107.3859,100.6911,99.73284,99.90605,100.6553,99.66821,100.5731,100.0538,100.3533,99.87014,100.2906,100.3985,100.5395,99.60681,100,101.2002
2004-05,0,100.7503,101.4181,99.40765,101.0537,98.97322,101.5939,100.8342,99.97523,98.29862,101.2566,100.305,101.4695,100.069,100.8926,99.06269,101.2883,100.5899,99.71249,101.3696,99.04913,99.78383,98.13526,100.4424,100.1776,101.4958,106.7784,100.5441,99.86375,99.3347,100.0694,99.72894,100.9773,100.943,100.2903,99.68788,100.2459,100.3796,100.5196,99.59087,100,101.2871
2004-06,0,100.8853,101.4264,99.36298,101.0875,99.28315,101.468,100.8866,100.0134,98.30019,101.119,100.4513,101.6078,100.0779,101.0514,98.72572,101.359,100.5806,99.81864,101.3422,99.20214,99.91124,98.56876,100.3681,100.1503,101.4803,106.19,100.4447,99.9114,98.82617,100.1048,99.78507,100.9735,101.6,100.2753,99.48125,100.2277,100.4602,100.5637,99.60108,100,101.3249
2004-07,0,100.9943,101.5978,99.36003,101.0541,99.63831,101.3736,101.0368,100.0993,98.27344,101.0536,100.5104,101.8974,100.0771,101.3539,98.41865,101.3813,100.3364,99.95596,101.4071,99.29623,99.96954,98.76425,100.3532,100.2539,101.4606,105.6004,100.4231,100.0106,98.65628,100.4475,99.855,100.8581,101.6605,100.3058,99.48531,100.2267,100.5658,100.6241,99.6244,100,101.2875
